NEW_EVENT_TAG,Brizhammer III,01-06-2019,5
David Kerr,Gloomspite Gitz,4/0/1
Gary Den Otter,Daughters Of Khaine,4/0/1
tyler mcdonald,Blades of Khorne,4/0/1
Corey Papinniemi,Maggotkin of Nurgle,4/0/1
Deano matthews,Orruks,3/0/2
Gary Houschildt,Legions of Nagash,3/0/2
Patrick Carter,Kharadron Overlords,3/0/2
Trent Denison,Ironjawz,3/0/2
Michael Creighton,Everchosen,3/0/2
Matt Gammie,Blades of Khorne,3/0/2
Sean Hortin,Ironjawz,3/0/2
nick bentley,Legion of Sacrament,2/0/3
Darren Free,Maggotkin of Nurgle,2/0/3
Joshua Maher,Maggotkin of Nurgle,2/0/3
Liam Lucas,Gloomspite Gitz,1/0/4
allan bachmann,Flesh Eater Courts,1/0/4
Chris Stratford,Skaven,1/0/2
Nick Cambridge,Seraphon,1/0/4
Cal Scotland,Nighthaunt,1/0/2
Conna Armstrong,Gloomspite Gitz,0/0/5
